26	4294900735	234744063
57	4294900735	234696703
44	4294900735	234742783
13	4294900735	234744063
26	4294900735	234744063
44	4294900735	234742783
37	4294900735	234744319
62	4294900735	234647551
44	4294900735	234742783
74	4294900735	228720639
44	4294900735	234742783
26	4294900735	234744063
37	4294900735	234744319
37	4294900735	234744319
76	4294900735	228982783
57	4294900735	234696703
62	4294900735	234647551
27	4294900735	234744063
62	4294900735	234647551
62	4294900735	234647551
27	4294900735	234744063
44	4294900735	234742783
27	4294900735	234744063
57	4294900735	234696703
13	4294900735	234744063
44	4294900735	234742783
207	4294886335	234881023
27	4294900735	234744063
207	4294886335	234881023
62	4294900735	234647551
207	4294886335	234881023
207	4294886335	234881023
74	4294900735	228720639
26	4294900735	234744063
27	4294900735	234744063
62	4294900735	234647551
37	4294900735	234744319
57	4294900735	234696703
76	4294900735	228982783
57	4294900735	234696703
37	4294900735	234744319
62	4294900735	234647551
44	4294900735	234742783
76	4294900735	228982783
62	4294900735	234647551
44	4294900735	234742783
74	4294900735	228720639
37	4294900735	234744319
74	4294900735	228720639
57	4294900735	234696703
37	4294900735	234744319
57	4294900735	234696703
207	4294886335	234881023
62	4294900735	234647551
27	4294900735	234744063
57	4294900735	234696703
26	4294900735	234744063
76	4294900735	228982783
37	4294900735	234744319
62	4294900735	234647551
62	4294900735	234647551
57	4294900735	234696703
207	4294886335	234881023
37	4294900735	234744319
27	4294900735	234744063
62	4294900735	234647551
57	4294900735	234696703
44	4294900735	234742783
37	4294900735	234744319
74	4294900735	228720639
57	4294900735	234696703
62	4294900735	234647551
37	4294900735	234744319
13	4294900735	234744063
76	4294900735	228982783
62	4294900735	234647551
76	4294900735	228982783
57	4294900735	234696703
57	4294900735	234696703
44	4294900735	234742783
13	4294900735	234744063
207	4294886335	234881023
37	4294900735	234744319
26	4294900735	234744063
57	4294900735	234696703
37	4294900735	234744319
44	4294900735	234742783
13	4294900735	234744063
44	4294900735	234742783
44	4294900735	234742783
26	4294900735	234744063
37	4294900735	234744319
62	4294900735	234647551
74	4294900735	228720639
57	4294900735	234696703
26	4294900735	234744063
27	4294900735	234744063
37	4294900735	234744319
13	4294900735	234744063
207	4294886335	234881023
31	4294900735	234744063
65	4294900735	234647551
57	4294900735	234696703
13	4294900735	234744063
31	4294900735	234744063
57	4294900735	234696703
76	4294900735	228982783
6	4294900735	234744063
207	4294886335	234881023
37	4294900735	234744319
65	4294900735	234647551
207	4294886335	234881023
207	4294886335	234881023
6	4294900735	234744063
6	4294900735	234744063
207	4294886335	234881023
76	4294900735	228982783
31	4294900735	234744063
13	4294900735	234744063
62	4294900735	234647551
57	4294900735	234696703
57	4294900735	234696703
6	4294900735	234744063
65	4294900735	234647551
31	4294900735	234744063
13	4294900735	234744063
76	4294900735	228982783
62	4294900735	234647551
37	4294900735	234744319
13	4294900735	234744063
31	4294900735	234744063
207	4294886335	234881023
44	4294900735	234742783
62	4294900735	234647551
65	4294900735	234647551
13	4294900735	234744063
62	4294900735	234647551
76	4294900735	228982783
44	4294900735	234742783
65	4294900735	234647551
76	4294900735	228982783
57	4294900735	234696703
13	4294900735	234744063
57	4294900735	234696703
62	4294900735	234647551
6	4294900735	234744063
13	4294900735	234744063
62	4294900735	234647551
65	4294900735	234647551
62	4294900735	234647551
