34,175,46,39,52
138,222,98,144,85
253,253,36,90,40
163,252,154,180,214
140,45,198,154,30
165,165,173,197,64
115,93,190,30,70
41,53,110,184,131
187,131,12,169,106
232,185,195,38,174
44,103,6,193,200
194,144,7,83,62
214,205,3,163,85
218,225,191,212,14
55,55,165,247,177
134,48,28,179,210
