154	117	244	136	79	203	64	225	231	172	2	0
154	78	232	136	56	250	113	112	13	172	2	32
210	35	36	110	83	250	64	112	50	167	2	67108864
62	78	244	25	79	136	64	81	24	167	2	0
167	222	232	126	83	69	113	135	24	229	2	0
210	117	202	25	56	69	64	135	141	229	2	0
240	52	202	104	90	185	65	72	157	143	2	0
177	55	202	114	90	102	219	176	141	229	2	0
57	52	201	28	90	144	123	135	166	166	2	0
44	55	201	104	99	203	123	176	171	135	2	0
44	35	201	114	17	102	123	225	157	95	2	4
57	196	202	104	99	31	65	225	171	143	2	0
177	87	231	106	99	203	119	135	166	135	2	0
177	87	202	195	90	144	119	225	171	135	2	0
240	52	201	104	90	102	119	225	30	229	2	0
23	52	36	114	99	203	123	171	157	135	2	0
76	21	36	104	83	31	219	225	148	55	2	0
216	35	190	126	51	184	0	124	148	229	2	0
216	35	226	197	54	144	113	135	128	95	2	68159488
23	143	9	197	89	203	219	135	163	157	2	33554432
216	35	226	104	89	31	24	124	13	55	2	1024
156	117	190	104	83	144	24	141	88	146	2	0
156	117	226	104	54	31	113	50	148	95	2	0
156	78	9	13	51	119	219	124	88	95	2	67108864
216	143	226	116	83	144	81	50	128	157	2	0
156	117	190	116	89	119	113	141	13	55	2	134217728
158	143	202	78	89	254	0	225	148	69	2	0
110	69	190	157	83	31	233	124	27	139	2	16384
23	35	36	44	89	103	233	165	229	95	2	0
23	71	36	116	184	254	113	141	27	157	2	4194304
23	39	234	116	89	203	113	58	229	69	2	1073741824
23	71	234	193	184	254	81	225	148	69	2	0
158	143	190	157	117	103	113	141	148	95	2	0
72	39	190	116	83	254	81	225	27	21	2	0
110	39	9	78	83	31	24	225	88	69	2	0
156	71	36	193	117	103	81	58	27	21	2	1024
18	35	198	13	23	144	249	45	185	146	2	2147483647
156	143	202	107	83	144	249	45	88	229	2	536870912
156	21	62	107	51	184	27	62	176	157	2	0
156	78	9	63	51	144	81	62	176	55	2	0
76	21	9	49	23	207	27	225	128	157	2	0
149	21	202	49	23	144	27	181	29	229	2	0
149	78	202	63	121	184	113	26	128	157	2	2147483647
216	78	36	107	51	31	81	45	128	157	2	0
149	78	198	13	23	119	81	62	185	229	2	0
156	35	36	212	121	184	249	26	176	229	2	0
23	17	226	73	2	152	68	59	13	53	2	0
76	127	202	126	56	131	75	62	13	157	2	0
147	93	190	104	89	152	16	201	128	95	2	0
76	17	190	73	2	119	68	62	116	157	2	0
23	143	190	126	182	119	75	199	163	229	2	2147483647
204	93	190	126	89	119	16	62	116	95	2	0
23	93	202	116	89	119	16	62	116	82	2	512
204	49	36	73	2	31	16	141	163	157	2	0
156	17	226	104	83	144	113	201	163	53	2	0
147	49	190	126	83	31	24	62	13	53	2	1048577
85	143	202	109	89	91	14	234	163	127	2	0
216	5	202	116	89	119	81	114	193	95	2	0
216	222	170	116	89	119	113	135	163	146	2	0
23	59	170	131	89	207	96	114	148	236	2	0
133	117	202	131	51	119	14	141	105	95	2	0
23	117	126	109	178	91	187	234	163	29	2	0
23	59	9	104	71	144	81	220	13	146	2	0
85	117	28	104	89	207	81	135	13	29	2	0
149	222	9	121	71	207	187	114	105	146	2	0
23	59	202	116	56	119	96	220	193	95	2	8388608
156	117	24	110	41	31	75	135	128	229	2	0
156	35	226	110	41	144	0	225	57	95	2	0
216	35	24	116	41	144	24	124	57	62	2	0
76	74	139	116	41	119	75	225	163	62	2	0
216	74	190	197	61	31	75	135	88	62	2	0
149	31	139	254	99	144	81	53	163	229	2	1073741824
156	35	139	197	41	31	113	225	57	163	2	0
216	31	139	197	99	146	0	124	128	148	2	0
47	175	226	116	61	146	81	153	57	163	2	0
47	117	139	110	61	203	0	135	57	148	2	0
