113,225,155,229,58
169,100,215,122,12
21,164,200,152,46
20,41,199,172,37
116,142,54,37,34
19,93,102,210,97
55,97,218,48,20
34,204,114,22,25
6,221,60,126,115
132,104,208,236,10
85,15,168,66,4
82,92,186,200,161
223,167,234,87,199
122,161,134,7,249
112,159,149,13,6
207,151,225,54,242
