44	2
103	2
115	2
197	2
70	2
206	2
217	2
130	16
197	2
200	2
217	2
226	2
103	2
200	2
69	2
44	2
41	2
245	2
217	2
217	2
70	2
69	2
116	2
69	2
132	17
53	2
69	2
217	2
116	2
193	2
110	2
217	2
53	2
246	2
98	2
48	2
98	2
179	2
188	2
110	2
196	2
53	2
69	2
112	1
196	2
179	2
188	2
118	2
0	15
193	2
118	2
69	2
112	2
196	2
112	2
41	2
193	2
112	2
188	2
118	2
80	2
242	2
112	2
116	2
112	2
238	2
0	15
242	2
188	2
121	2
112	2
5	15
73	2
0	15
68	2
67	2
217	2
80	2
116	2
238	2
0	16
115	2
118	2
210	2
179	2
179	2
193	2
17	15
53	2
210	2
127	15
226	2
179	2
127	16
3	15
0	15
115	2
180	2
0	16
210	2
127	15
220	2
220	2
127	15
115	2
132	16
84	2
179	2
132	16
50	2
127	16
174	2
220	2
174	2
84	2
118	2
168	2
84	2
50	2
174	2
116	2
32	2
84	2
179	2
116	2
100	2
48	2
50	2
178	2
50	2
179	2
50	2
50	2
132	16
225	2
53	2
64	2
50	2
179	2
100	2
38	2
64	2
5	16
13	16
50	2
13	15
174	2
122	2
50	2
3	16
100	2
153	16
5	16
38	2
127	16
225	2
38	2
84	2
122	2
53	2
173	2
50	2
41	2
225	2
102	2
173	2
50	2
114	2
102	2
62	2
243	2
50	2
102	2
134	16
41	2
71	2
71	2
71	2
41	2
57	2
5	15
50	2
127	16
84	2
26	15
32	2
32	2
240	2
254	2
53	2
47	2
122	2
225	2
47	2
127	16
84	2
47	2
132	16
127	16
32	2
94	2
6	15
5	15
182	2
244	2
106	2
49	2
59	2
53	2
94	2
64	2
5	16
45	2
78	2
64	2
78	2
24	15
47	2
47	2
106	2
43	2
197	2
177	2
91	2
124	2
177	2
6	16
173	2
6	15
64	2
50	2
197	2
141	16
141	16
164	2
87	2
177	2
124	2
164	2
60	2
6	16
32	2
115	2
6	15
6	16
173	2
96	2
51	2
6	15
173	2
59	2
115	2
249	2
51	2
32	2
193	2
4	15
141	16
91	2
51	2
87	2
249	2
4	15
4	15
246	2
115	2
162	2
193	2
58	2
224	2
115	2
113	2
143	16
249	2
169	2
86	2
162	2
86	2
143	16
249	2
115	2
33	2
62	2
113	2
95	2
95	2
62	2
91	2
224	2
34	2
115	2
143	16
29	16
29	16
38	2
62	2
95	2
32	2
191	2
143	16
220	2
220	2
58	2
42	2
58	2
113	2
163	2
163	2
140	16
128	16
193	2
220	2
163	2
140	16
249	2
86	2
169	2
87	2
42	2
58	2
129	16
129	16
246	2
4	16
250	2
58	2
117	2
117	2
224	2
249	2
14	16
246	2
80	2
123	2
246	2
129	16
97	2
119	2
156	16
249	2
4	16
57	2
193	2
230	2
87	2
58	2
4	15
156	16
20	16
14	15
87	2
248	2
59	2
4	16
143	16
156	16
249	2
193	2
87	2
113	2
121	2
69	2
14	16
20	16
213	2
69	2
143	16
152	17
143	16
152	16
103	2
165	2
143	15
55	2
143	16
14	16
165	2
20	16
49	2
254	2
213	2
118	2
236	2
152	16
213	2
103	2
87	2
236	2
50	2
236	2
152	16
146	16
254	2
87	2
55	2
165	2
118	2
55	2
1	16
50	2
153	16
49	2
152	16
49	2
152	16
70	2
254	2
20	15
89	2
58	2
59	2
67	2
170	2
244	2
170	2
143	16
201	2
67	2
152	16
170	2
241	2
229	2
143	16
69	2
20	15
155	16
241	2
14	15
69	2
55	2
14	15
241	2
171	2
110	2
35	2
49	2
241	2
171	2
113	2
110	2
213	2
20	16
7	15
187	2
37	2
7	15
213	2
181	2
7	15
87	2
113	2
35	2
37	2
153	16
7	15
213	2
7	15
153	15
44	2
87	2
20	15
49	2
69	2
113	2
244	2
151	16
126	2
31	15
121	2
92	2
20	15
31	16
103	2
121	2
165	2
148	16
44	2
50	2
20	16
213	2
13	15
113	2
103	2
143	16
171	2
103	2
129	16
185	2
116	2
2	16
101	2
216	2
155	16
155	16
55	2
185	2
143	16
49	2
101	2
129	16
66	2
113	2
24	15
111	2
122	2
199	2
122	2
228	2
13	16
121	2
45	2
228	2
34	2
24	16
122	2
152	17
152	17
152	17
122	2
103	2
62	2
75	2
55	2
88	2
57	2
218	2
55	2
228	2
199	2
126	2
62	2
55	2
126	2
57	2
14	15
14	16
199	2
57	2
57	2
75	2
195	2
34	2
13	16
13	16
56	2
107	2
6	15
24	15
186	2
111	2
186	2
6	16
24	16
28	16
113	2
186	2
28	16
188	2
195	2
112	2
159	16
114	2
159	17
111	2
148	17
11	16
60	2
87	2
66	2
41	2
75	2
66	2
111	2
125	2
159	17
125	2
45	2
11	16
126	2
66	2
24	16
66	2
58	2
58	2
66	2
14	16
24	16
103	2
144	16
50	2
58	2
14	16
50	2
124	2
123	2
58	2
121	2
75	2
111	2
45	2
113	2
155	16
13	16
106	2
58	2
11	16
152	16
113	2
58	2
11	15
111	2
13	16
56	2
175	2
106	2
58	2
75	2
58	2
11	16
11	16
13	15
56	2
227	2
58	2
148	16
152	16
113	2
227	2
247	2
113	2
113	2
137	16
152	16
55	2
72	2
58	2
170	2
113	2
29	15
227	2
49	2
100	2
208	2
199	2
122	2
100	2
100	2
101	2
103	2
208	2
55	2
34	2
14	16
36	2
66	2
58	2
199	2
83	2
14	16
103	2
155	17
227	2
125	2
45	2
121	2
227	2
122	2
125	2
55	2
152	16
106	2
45	2
227	2
137	16
25	16
145	16
45	2
145	16
125	2
155	16
199	2
111	2
63	2
32	2
32	2
45	2
77	2
32	2
71	2
10	16
14	16
101	2
101	2
122	2
45	2
101	2
32	2
122	2
103	2
155	16
121	2
152	16
31	15
152	16
176	2
192	2
63	2
34	2
31	15
58	2
61	2
192	2
154	16
75	2
34	2
199	2
122	2
113	2
45	2
31	15
13	14
90	2
103	2
62	2
90	2
155	16
90	2
16	15
66	2
55	2
62	2
121	2
45	2
152	16
45	2
45	2
152	16
155	16
121	2
14	15
183	2
127	16
170	2
45	2
55	2
72	2
155	16
45	2
127	16
31	15
56	2
246	2
72	2
38	2
155	16
72	2
115	2
72	2
28	15
12	15
1	15
56	2
92	2
107	2
115	2
62	2
1	15
62	2
78	2
78	2
62	2
103	2
67	2
67	2
92	2
63	2
14	16
65	2
1	15
78	2
6	16
114	2
125	2
6	15
121	2
166	2
44	2
45	2
113	2
142	16
125	2
125	2
166	2
6	15
90	2
114	2
90	2
247	2
88	2
159	16
13	15
13	15
13	15
112	2
45	2
14	15
13	15
16	16
55	2
52	2
155	16
100	2
31	16
34	2
112	2
16	16
31	16
45	2
45	2
197	2
114	2
12	16
62	2
162	2
184	2
114	2
121	2
12	15
104	2
155	16
16	16
104	2
12	15
3	15
104	2
122	2
155	16
103	2
103	2
121	2
155	16
152	16
246	2
16	15
155	16
242	2
14	15
66	2
121	2
62	2
155	16
115	2
184	2
66	2
141	16
122	2
246	2
113	2
115	2
75	2
237	2
31	15
13	15
49	2
14	15
31	15
14	15
199	2
115	2
14	15
237	2
13	15
90	2
113	2
14	15
66	2
90	2
155	16
90	2
122	2
122	2
14	15
155	16
162	2
59	2
221	2
66	2
113	2
62	2
122	2
103	2
66	2
105	2
162	2
113	2
122	2
81	2
113	2
155	17
127	16
13	15
115	2
115	2
81	2
50	2
47	2
92	2
56	2
58	2
255	2
228	2
58	2
28	16
228	2
255	2
56	2
255	2
28	16
255	2
183	2
162	2
42	2
17	16
199	2
162	2
155	16
98	2
113	2
159	16
103	2
31	16
28	15
28	15
120	2
113	2
155	16
159	16
42	2
42	2
59	2
14	15
14	15
87	2
228	2
174	2
246	2
14	16
14	16
122	2
14	16
66	2
14	16
178	2
127	16
113	2
81	2
178	2
228	2
101	2
14	15
221	2
155	16
213	2
161	2
81	2
21	15
127	16
57	2
66	2
12	15
161	2
127	16
161	2
213	2
21	15
161	2
155	16
14	16
155	16
127	16
14	15
127	16
115	2
221	2
126	2
122	2
126	2
115	2
21	15
176	2
14	15
122	2
57	2
14	16
70	2
31	15
21	15
21	15
176	2
243	2
62	2
113	2
138	16
79	2
180	2
218	2
143	16
62	2
81	2
137	16
105	2
137	16
105	2
143	16
79	2
113	2
143	16
79	2
79	2
101	2
127	16
105	2
122	2
68	2
7	16
81	2
242	2
242	2
122	2
150	15
127	16
59	2
7	15
28	15
122	2
103	2
7	15
103	2
115	2
127	15
209	2
228	2
223	2
14	15
14	15
14	15
13	15
115	2
13	15
50	2
99	2
183	2
183	2
13	15
63	2
99	2
159	16
14	15
63	2
159	16
105	2
25	15
25	15
19	16
112	2
229	2
86	2
75	2
60	2
53	2
105	2
232	2
113	2
30	15
232	2
115	2
127	16
112	2
19	15
86	2
237	2
237	2
186	2
19	15
98	2
162	2
31	15
162	2
66	2
19	15
120	2
237	2
90	2
53	2
66	2
30	15
62	2
62	2
120	2
31	15
55	2
122	2
119	2
228	2
122	2
198	2
55	2
119	2
209	2
221	2
147	16
198	2
181	2
147	16
122	2
55	2
6	15
221	2
222	2
30	15
13	15
14	15
115	2
11	15
14	15
122	2
14	14
11	15
66	2
10	15
13	15
127	15
199	2
242	2
105	2
242	2
20	15
242	2
199	2
105	2
55	2
118	2
118	2
153	16
113	2
113	2
113	2
