64	39	153	201	172	151	74	42	2	0
29	250	29	138	88	133	55	205	2	0
64	79	104	183	172	151	78	42	2	16
64	131	142	201	88	133	14	42	2	0
120	131	104	183	88	150	78	122	2	0
29	99	142	201	3	161	14	205	2	0
172	99	29	124	3	151	36	102	2	0
120	250	104	201	172	133	36	122	2	0
172	79	104	138	3	151	55	205	2	0
29	79	29	124	227	133	36	205	2	0
126	120	41	76	232	143	78	205	2	133132
175	58	156	76	73	143	78	102	2	0
66	250	156	215	18	201	78	54	2	0
29	58	168	147	232	164	39	42	2	0
175	131	41	225	73	199	78	205	2	393216
172	131	156	147	131	164	78	102	2	0
172	250	168	175	232	199	74	205	2	0
66	120	203	225	73	201	78	83	2	0
175	58	168	76	73	143	39	83	2	0
29	58	41	76	232	199	39	83	2	67108864
174	197	63	201	229	31	55	226	2	0
174	250	73	111	250	233	76	76	2	16777216
47	39	137	150	229	164	78	215	2	0
47	197	73	100	250	18	78	42	2	1048576
174	197	63	129	88	164	9	226	2	16384
66	197	168	129	229	31	76	54	2	134217728
108	75	137	111	131	153	78	76	2	0
174	75	63	129	4	31	165	215	2	1073741824
47	197	168	201	229	153	55	215	2	0
174	39	168	201	88	153	55	42	2	0
15	212	156	148	138	31	31	24	2	0
15	241	156	135	88	164	165	193	2	0
170	102	233	100	250	164	31	76	2	0
118	212	169	111	88	19	80	226	2	0
173	241	204	111	229	169	165	76	2	0
34	102	63	100	13	31	55	76	2	0
170	212	63	148	229	31	78	76	2	0
118	102	204	148	88	31	80	226	2	262144
170	75	204	135	88	31	78	178	2	0
170	75	204	135	13	169	80	76	2	0
57	119	168	4	164	159	9	54	2	16777216
110	119	73	111	164	18	9	54	2	0
57	14	212	129	88	172	100	54	2	0
66	14	73	111	250	73	100	215	2	0
57	197	137	201	164	73	55	76	2	0
184	197	168	4	88	153	9	54	2	16384
66	250	212	111	164	172	100	226	2	0
57	250	212	150	237	73	78	226	2	0
66	119	63	129	153	73	9	54	2	0
66	119	73	4	237	172	132	226	2	0
140	250	168	100	120	164	165	4	2	5
15	250	78	143	183	31	9	215	2	0
168	250	168	72	120	18	165	42	2	0
236	250	78	100	183	18	76	54	2	0
140	5	63	143	183	153	9	54	2	0
66	63	168	111	88	31	55	215	2	2147483647
140	128	168	143	229	233	165	42	2	0
168	250	152	143	88	233	110	215	2	16777216
168	75	63	143	229	31	76	215	2	0
168	250	137	100	120	233	76	54	2	1024
107	95	156	150	250	153	165	54	2	1073741824
107	197	137	150	88	153	111	215	2	0
116	197	137	150	250	153	111	54	2	0
116	197	156	100	88	19	76	211	2	0
174	54	15	100	250	224	76	42	2	0
184	197	156	100	229	31	165	42	2	0
107	197	156	0	88	31	165	76	2	0
107	95	15	0	67	153	49	54	2	8388608
107	95	156	150	229	31	165	76	2	0
116	54	156	100	250	19	165	42	2	0
84	199	137	201	90	18	76	215	2	4194304
184	199	107	146	247	196	108	246	2	0
23	199	137	111	250	22	55	215	2	0
84	121	137	152	90	196	172	114	2	1024
23	121	137	99	32	172	172	215	2	1024
84	199	137	111	90	22	9	215	2	0
184	199	137	99	197	155	9	114	2	8388608
23	199	107	201	247	196	108	246	2	0
178	197	107	111	247	172	55	246	2	0
184	121	107	111	250	18	172	114	2	0
66	53	140	202	5	146	78	224	2	0
117	75	168	111	108	146	169	120	2	33555456
184	121	222	202	203	164	205	215	2	0
66	197	63	146	203	146	3	224	2	0
184	250	63	146	108	233	205	56	2	0
117	250	73	100	232	153	3	61	2	64
184	121	63	100	108	233	3	120	2	0
167	53	63	111	108	233	169	56	2	0
66	197	222	0	108	146	205	224	2	0
117	75	63	0	108	146	169	120	2	0
134	39	95	150	106	90	76	42	2	0
134	197	73	100	88	150	76	215	2	0
134	75	137	100	131	29	76	42	2	0
82	121	137	129	88	29	31	42	2	0
134	224	137	100	131	18	55	42	2	0
134	75	95	100	106	150	55	76	2	0
100	75	222	201	88	29	55	42	2	8
134	197	222	111	88	90	55	226	2	0
100	197	73	150	88	18	69	215	2	0
59	197	222	111	88	29	76	76	2	0
111	88	168	111	4	233	78	42	2	134217732
108	88	168	150	4	233	78	255	2	134217728
182	88	217	111	159	18	165	42	2	0
111	250	168	150	159	31	165	42	2	201326592
111	250	63	100	159	31	24	76	2	0
182	39	41	111	252	31	76	255	2	0
34	250	217	160	229	31	165	76	2	0
34	250	41	111	229	18	78	126	2	0
108	88	217	150	95	31	24	255	2	33554432
111	220	73	150	252	24	76	76	2	134217728
189	197	223	111	4	164	55	219	2	0
14	250	156	111	197	164	78	254	2	0
47	121	168	221	197	216	165	254	2	0
14	44	223	166	197	31	9	42	2	2048
189	44	223	166	35	245	9	79	2	4
66	44	168	111	4	31	78	42	2	4194312
66	44	144	100	197	245	78	79	2	1091
47	64	223	221	197	245	9	42	2	4194304
189	197	73	165	4	18	9	219	2	0
14	250	73	165	35	18	4	79	2	0
