768	34
768	32
768	30
768	40
768	33
768	33
768	31
768	34
768	30
768	37
768	31
768	33
768	32
768	31
768	31
768	34
768	34
768	32
768	34
768	33
768	34
768	31
768	32
768	31
768	31
768	26
768	32
768	30
768	31
768	31
768	31
768	30
768	33
768	31
768	33
768	31
768	29
768	32
768	33
768	30
768	31
768	32
768	32
768	33
768	31
768	31
768	34
768	32
768	33
768	30
768	33
768	29
768	30
768	29
768	32
768	33
768	32
768	29
768	32
768	35
2	0
2	0
2	0
2	0
2	0
2	33
2	0
2	134217730
2	16384
2	0
2	131072
2	8388610
2	0
2	0
2	256
2	0
2	134217728
2	64
2	1024
2	0
2	1024
2	0
2	0
2	0
2	0
2	0
2	4
2	0
2	32
2	0
2	0
2	0
2	128
2	2048
2	0
2	0
2	0
2	0
2	0
2	1073741824
2	64
2	1073741824
2	0
2	0
2	224
2	0
2	0
2	1073741824
2	1024
2	0
2	8196
2	8388608
2	0
2	2048
2	4194304
2	131072
2	0
2	1032
2	0
2	0
2	0
2	0
2	0
2	0
2	0
2	0
2	2
2	0
2	0
2	0
2	0
2	134217728
2	266240
2	16785408
2	0
2	0
2	67108864
2	0
2	0
2	0
2	0
-1	-1
2	0
2	0
2	8192
2	1048584
2	4
2	0
2	0
2	0
2	0
2	0
2	0
2	16777216
2	0
2	0
2	0
2	2050
2	65536
2	0
2	0
2	69206016
2	0
2	0
2	67108864
2	0
2	0
2	1088
2	0
2	1
2	16384
2	0
2	0
2	67108864
2	0
2	536870912
2	256
2	0
2	0
2	0
2	8388608
2	0
2	0
2	524288
2	0
2	0
2	0
2	0
2	0
2	0
2	0
2	134217728
2	2
2	268435456
2	1048608
2	1048576
2	0
2	67108872
2	0
2	0
2	0
2	0
2	0
2	0
2	66048
2	0
2	0
2	0
2	0
2	1024
2	4
2	1073741824
2	0
2	0
2	0
2	0
2	0
2	0
2	0
2	0
2	0
2	2048
2	2
2	0
2	0
2	268435456
2	0
2	524288
2	135168
2	268435456
2	0
2	1073741824
2	2147483647
2	2147483647
2	0
2	327155712
2	2
2	0
2	0
2	0
2	1056
2	0
2	67108864
2	0
2	8
2	0
2	4
2	0
2	0
2	0
2	0
2	0
2	0
2	0
2	0
2	0
2	0
2	0
2	0
2	0
2	268435456
2	1
2	0
2	8388608
2	0
2	0
2	134217728
2	4096
2	0
2	0
2	0
2	0
2	0
2	0
2	0
2	0
2	0
2	0
2	536870912
2	0
2	0
2	0
2	0
2	0
2	0
2	0
2	0
2	0
2	2048
2	0
2	0
2	0
2	0
2	0
2	0
2	0
2	0
2	256
2	0
2	16
2	0
2	0
2	0
2	0
2	2
2	0
2	0
2	67108864
2	0
2	0
