80	250	124	104	222	54	178	133	123	110	112	154	167	63	194	65	2	0
97	250	210	104	222	114	235	89	152	110	112	49	155	98	88	65	2	0
80	20	140	121	97	106	160	133	152	38	147	247	155	11	40	99	2	524292
228	179	81	104	172	106	235	89	209	31	132	154	155	11	194	127	2	0
100	250	81	110	19	241	13	133	37	170	9	154	63	70	68	154	2	0
228	250	140	117	172	54	13	133	152	170	40	154	193	11	194	127	2	2147483647
228	137	217	51	154	58	75	77	81	230	112	140	63	123	24	99	2	0
228	192	104	106	97	149	25	167	197	170	3	49	170	242	246	8	2	0
68	123	96	85	42	78	14	167	81	86	132	154	170	98	21	31	2	2147483647
68	192	96	106	97	7	160	101	152	255	3	49	170	75	24	8	2	2147483647
66	192	201	38	234	78	75	254	123	38	3	154	63	98	246	31	2	0
106	20	104	104	97	149	75	149	81	230	132	140	169	91	24	128	2	0
228	123	217	85	42	149	14	149	81	86	112	140	233	91	24	129	2	0
106	208	96	106	154	7	14	101	152	38	132	49	233	98	27	99	2	33556480
228	192	104	104	156	149	160	77	81	230	112	140	167	91	24	99	2	0
66	20	201	38	42	78	75	149	197	38	112	154	167	75	103	31	2	134217728
73	113	157	104	24	175	75	254	215	22	11	149	170	18	24	4	2	0
30	20	132	18	169	70	42	254	69	235	62	59	170	2	36	127	2	0
30	208	132	104	24	124	52	79	123	22	62	59	219	18	24	140	2	0
73	145	132	32	67	195	42	254	197	22	62	199	170	2	26	140	2	0
30	20	132	75	24	175	52	137	123	22	62	154	124	2	24	127	2	0
66	208	244	104	67	70	138	254	123	246	100	199	162	63	36	127	2	16
68	113	157	32	67	124	138	79	215	235	89	154	162	90	96	4	2	0
73	145	157	126	154	70	157	79	123	170	100	154	170	90	24	140	2	0
252	113	244	75	24	175	52	238	123	170	89	154	162	63	194	4	2	0
30	145	157	32	67	124	42	254	197	86	100	199	219	90	96	4	2	268435456
226	4	26	67	120	217	60	133	223	170	40	235	175	71	27	65	2	0
97	4	26	104	108	217	79	73	58	170	132	235	167	63	36	105	2	0
94	208	217	32	154	94	182	226	197	96	40	49	63	77	222	8	2	0
102	208	140	110	108	183	79	254	35	207	40	49	175	98	96	105	2	0
102	123	26	67	97	94	105	226	35	170	82	24	162	77	222	127	2	0
102	123	124	110	97	94	14	254	83	86	132	235	175	71	27	105	2	0
97	210	157	110	156	94	14	254	83	230	82	49	63	77	222	128	2	0
94	4	124	32	120	183	105	133	197	96	132	140	219	98	222	127	2	0
13	208	124	67	97	217	14	226	223	170	132	24	167	98	27	105	2	0
97	123	124	110	97	94	14	133	223	170	132	154	219	71	27	128	2	0
80	123	72	110	121	143	105	157	154	38	12	138	57	63	36	127	2	0
80	208	72	110	154	215	52	254	154	170	112	140	63	63	27	99	2	8388608
80	200	157	51	30	215	52	157	154	170	136	140	167	82	96	8	2	0
100	208	72	65	121	93	13	157	197	170	26	153	219	63	36	8	2	0
100	20	195	32	30	143	171	157	23	230	136	55	170	63	27	99	2	0
68	145	124	51	154	93	171	157	23	230	3	153	170	82	27	99	2	0
34	20	157	32	121	190	13	41	154	116	3	55	63	97	72	128	2	0
80	208	124	65	30	93	105	41	57	170	12	198	167	63	194	8	2	0
81	20	189	51	238	194	52	254	23	170	112	138	170	82	36	99	2	0
100	145	72	51	56	93	171	157	154	255	3	153	167	63	72	127	2	0
97	145	140	32	28	78	154	226	63	162	132	161	176	82	122	99	2	0
68	145	94	110	184	143	180	81	220	162	48	161	158	82	36	239	2	0
55	20	140	65	184	195	105	141	123	207	43	161	182	95	251	8	2	0
97	145	65	104	184	158	75	81	220	134	48	161	176	11	4	99	2	0
68	208	94	110	28	158	180	141	63	134	9	190	158	34	4	8	2	2147483647
68	198	124	65	172	143	203	141	63	86	132	154	169	63	4	65	2	32776
68	198	65	104	97	143	75	141	197	170	43	190	158	63	251	99	2	8
96	20	140	65	28	54	203	182	220	207	48	190	176	95	224	99	2	0
55	20	140	11	184	78	154	182	83	86	43	247	169	82	251	99	2	0
55	20	94	32	28	143	75	81	83	207	163	161	158	34	122	8	2	0
68	20	191	65	24	151	180	73	3	182	9	154	157	235	52	8	2	512
66	241	44	65	172	68	115	226	106	170	83	154	74	235	24	118	2	67108864
68	210	195	104	24	94	115	133	3	185	132	49	74	63	52	235	2	0
228	105	195	65	204	94	186	226	83	21	48	117	167	63	24	65	2	64
97	105	82	65	154	151	180	133	3	182	9	117	167	98	38	235	2	0
68	105	82	112	97	68	180	73	237	185	83	154	167	235	41	65	2	0
97	105	44	51	204	68	186	133	83	170	9	117	167	235	38	8	2	524288
66	20	82	112	204	151	13	254	106	182	83	140	63	63	38	235	2	0
97	105	191	58	204	94	180	73	3	170	132	49	167	98	194	118	2	2147483647
6	105	124	58	172	94	120	133	207	185	83	49	63	75	194	65	2	0
228	105	253	98	97	179	186	159	244	86	16	117	74	98	52	8	2	0
67	20	89	104	252	147	13	226	244	182	48	116	251	94	24	8	2	2048
36	241	89	51	97	94	180	133	16	86	156	116	167	75	24	118	2	1310720
36	105	124	104	97	147	114	118	16	182	16	116	251	94	24	112	2	134217728
121	105	226	65	20	179	116	118	3	86	48	117	74	94	24	169	2	134217728
66	208	44	104	156	179	186	73	244	185	48	117	137	63	52	169	2	0
121	210	226	58	154	166	114	118	3	45	48	140	251	94	38	169	2	0
67	210	124	58	156	94	114	133	16	86	16	154	251	63	250	176	2	2048
228	241	124	58	154	179	116	226	207	45	156	140	251	98	41	8	2	524832
121	208	226	65	156	166	186	73	16	86	16	116	251	235	41	8	2	0
71	210	124	112	238	26	115	37	3	39	178	140	74	63	116	235	2	8
101	208	124	104	24	162	173	37	3	21	178	140	172	63	41	118	2	0
101	210	82	104	97	3	173	110	97	21	210	49	172	102	18	87	2	0
97	32	82	104	27	162	124	73	3	121	4	26	205	168	41	87	2	0
101	105	191	65	24	162	13	73	111	170	210	49	60	106	41	118	2	8
226	32	124	50	27	162	186	110	111	121	9	222	251	75	24	57	2	0
12	105	168	65	27	228	173	110	207	21	210	140	205	106	116	87	2	0
101	105	191	112	97	228	173	218	3	86	210	26	205	75	41	184	2	524288
101	32	200	50	27	3	124	161	106	86	210	49	205	63	41	184	2	0
12	32	200	51	24	3	186	218	111	21	32	26	74	75	24	184	2	256
195	20	47	118	204	180	50	143	83	180	83	146	74	82	24	65	2	4096
228	217	82	118	41	180	149	254	254	180	44	140	74	235	24	176	2	1048576
121	105	195	7	41	64	149	73	43	170	34	117	148	55	24	176	2	0
195	20	47	65	41	210	50	96	3	51	182	49	56	75	24	65	2	0
228	241	82	118	33	180	13	101	254	21	83	146	167	75	24	8	2	0
228	217	82	104	41	180	62	143	43	180	83	117	218	98	194	8	2	0
71	20	124	7	172	31	149	96	171	21	182	117	148	75	52	65	2	0
195	241	195	118	33	31	172	96	43	185	34	49	56	98	24	235	2	0
71	105	191	118	41	180	50	254	254	185	14	154	74	98	98	65	2	1073741824
20	196	191	118	172	148	149	101	254	180	182	146	218	98	24	176	2	0
228	105	102	123	190	39	180	95	207	52	115	154	167	66	45	128	2	0
68	60	102	123	8	151	180	248	172	6	211	154	222	82	52	232	2	0
228	208	188	123	172	147	186	186	207	137	211	141	167	66	61	176	2	805306368
66	60	191	58	8	94	115	248	172	52	211	141	222	98	156	3	2	0
66	208	102	17	156	197	115	186	3	21	211	141	74	66	52	118	2	8
68	60	74	105	8	39	115	248	172	6	115	49	74	98	45	3	2	0
6	241	188	65	81	39	120	248	172	21	129	117	157	207	156	128	2	2048
228	105	218	65	190	94	180	248	3	170	129	117	222	98	52	232	2	0
97	90	188	123	156	151	180	133	106	6	9	154	157	207	194	128	2	536870912
6	208	188	123	172	94	186	248	74	21	9	122	167	98	61	232	2	0
66	210	195	99	41	166	177	132	207	61	43	49	60	98	52	188	2	0
66	120	195	80	134	166	115	226	3	182	43	134	216	93	194	136	2	0
228	208	106	99	44	94	120	97	83	185	18	49	138	235	24	136	2	128
227	241	195	99	204	166	186	197	237	226	184	134	219	82	24	235	2	131072
227	208	191	65	44	166	141	249	207	61	32	150	219	235	24	136	2	134217728
227	208	191	80	24	204	177	226	94	61	43	49	219	63	52	118	2	0
66	20	106	200	204	147	141	132	237	226	43	134	60	235	24	136	2	0
54	20	195	200	24	166	115	97	83	61	43	108	160	63	38	136	2	0
54	241	44	99	41	204	120	226	83	61	132	150	60	63	194	235	2	0
66	210	191	80	204	166	186	249	237	21	43	49	160	235	194	188	2	0
6	96	124	116	97	23	13	254	3	52	209	154	27	39	55	118	2	0
66	208	118	58	97	23	13	140	3	182	41	140	167	75	32	76	2	0
66	18	44	58	97	23	180	226	237	182	209	210	74	235	55	118	2	0
68	241	124	32	36	166	186	140	237	52	41	154	157	98	32	176	2	2048
66	96	124	58	219	147	13	73	82	52	209	210	27	98	194	118	2	0
68	96	191	53	219	36	13	133	97	182	6	113	157	75	32	65	2	8192
36	96	67	58	97	23	186	140	237	185	29	210	157	39	40	76	2	0
68	96	67	53	36	147	211	73	97	182	29	210	63	75	40	235	2	2048
68	96	67	58	219	166	120	140	237	182	6	210	157	98	194	176	2	0
6	241	67	116	25	36	211	73	97	182	209	140	74	106	121	76	2	0
2	248	82	58	172	151	186	76	207	170	41	101	157	211	41	235	2	8
97	210	195	112	153	68	186	76	237	39	136	101	63	211	194	8	2	1048576
2	216	106	193	204	68	180	226	98	21	136	140	157	211	194	65	2	0
66	97	169	112	97	68	180	165	3	182	40	154	139	43	41	176	2	0
97	20	195	104	153	87	186	133	237	39	3	101	157	99	38	8	2	512
66	20	106	193	172	38	115	165	98	21	3	154	63	43	194	8	2	0
197	97	106	112	97	87	180	76	98	21	136	101	167	211	24	65	2	134217728
197	97	169	51	97	38	115	165	237	182	136	154	63	98	52	8	2	0
66	210	20	193	97	87	13	165	106	170	3	140	167	211	52	176	2	0
2	97	195	58	97	68	115	133	98	21	3	154	78	98	52	176	2	0
64	244	191	58	205	76	216	133	83	39	32	218	74	146	24	235	2	0
64	20	77	51	172	157	186	133	237	182	32	150	167	75	38	181	2	32768
55	20	77	51	154	157	13	254	138	182	113	55	213	146	25	235	2	0
210	210	195	126	172	147	186	133	237	22	99	218	74	235	24	235	2	524297
210	245	44	126	172	117	13	226	3	169	9	97	74	61	25	118	2	536870912
228	20	77	126	154	147	54	133	138	182	9	97	167	61	194	118	2	8
64	245	98	126	154	117	216	226	237	169	99	150	74	75	24	15	2	2048
68	210	77	65	154	117	13	226	83	22	9	218	29	74	38	15	2	0
68	245	98	68	97	166	216	226	3	22	99	97	167	146	25	80	2	2048
210	245	44	65	205	147	13	226	71	170	9	55	221	146	194	181	2	0
180	210	41	65	171	158	186	226	83	165	16	195	167	235	25	181	2	268435456
68	244	41	57	171	117	165	69	45	186	113	10	9	235	25	113	2	512
191	210	128	65	241	76	214	121	83	22	17	150	221	61	91	113	2	0
180	20	191	57	154	76	186	133	71	162	2	97	221	74	91	225	2	0
68	244	77	65	241	158	165	226	83	184	113	195	181	75	52	181	2	0
64	210	191	70	141	76	216	226	45	22	17	10	181	146	194	181	2	268435456
209	210	67	68	141	228	9	133	83	184	2	150	181	61	52	113	2	0
209	235	191	2	141	117	214	121	3	162	36	195	221	74	52	80	2	0
180	225	128	65	154	117	216	121	83	184	17	55	181	75	25	181	2	0
209	244	41	57	141	117	186	226	83	184	36	10	167	75	91	30	2	0
