44	2	0
44	2	0
203	2	128
44	2	0
253	2	0
253	2	0
44	2	0
253	2	0
253	2	0
203	2	0
44	2	256
44	2	2097152
44	2	1024
25	2	2048
44	2	0
195	2	0
63	2	0
195	2	0
190	2	0
44	2	0
190	2	0
190	2	0
190	2	0
63	2	0
195	2	0
63	2	0
190	2	0
190	2	0
44	2	0
89	2	67108864
61	2	0
61	2	0
61	2	512
25	2	0
61	2	268435456
25	2	0
252	2	0
11	2	0
195	2	0
61	2	0
190	2	2048
190	2	0
195	2	128
124	2	0
44	2	0
195	2	0
190	2	0
124	2	0
44	2	0
17	2	0
63	2	0
44	2	134217728
24	2	0
24	2	2048
63	2	32
63	2	16384
24	2	64
44	2	0
44	2	0
63	2	2048
195	2	0
153	2	0
56	2	4
63	2	16777216
63	2	4194304
195	2	4096
195	2	524288
195	2	0
44	2	0
44	2	0
38	2	0
172	2	0
38	2	0
196	2	0
172	2	0
63	2	0
172	2	0
63	2	0
38	2	0
63	2	0
104	2	16
153	2	0
63	2	64
44	2	0
104	2	0
44	2	2048
153	2	0
66	2	131072
104	2	32
66	2	0
65	2	0
104	2	0
189	2	0
189	2	0
189	2	0
65	2	0
189	2	0
104	2	0
189	2	0
104	2	0
66	2	8389120
66	2	0
66	2	0
109	2	0
109	2	134217728
44	2	0
63	2	0
44	2	0
44	2	0
66	2	1073741824
66	2	0
153	2	0
66	2	0
63	2	0
66	2	0
66	2	0
63	2	64
104	2	0
153	2	536870912
44	2	0
108	2	0
108	2	0
66	2	512
7	2	0
108	2	0
7	2	0
108	2	0
4	2	0
108	2	0
7	2	0
113	2	0
112	2	0
113	2	0
113	2	32768
109	2	0
153	2	0
183	2	67108864
113	2	4096
112	2	0
183	2	536872960
63	2	524288
153	2	0
44	2	0
44	2	0
44	2	1
66	2	0
153	2	16777216
66	2	2147483647
104	2	0
63	2	262144
104	2	268435456
104	2	33554432
44	2	0
35	2	0
66	2	2147483647
66	2	2
153	2	0
153	2	0
66	2	0
66	2	0
63	2	0
44	2	0
66	2	0
44	2	0
153	2	0
63	2	134217728
44	2	0
153	2	0
44	2	0
44	2	0
83	2	0
106	2	0
38	2	65536
40	2	0
153	2	0
106	2	0
83	2	4096
40	2	0
106	2	0
38	2	0
153	2	0
153	2	134217728
104	2	0
63	2	0
44	2	0
104	2	0
44	2	0
122	2	4194304
122	2	0
44	2	0
66	2	128
155	2	0
66	2	131072
66	2	0
44	2	8388608
155	2	16384
15	2	0
74	2	0
74	2	0
155	2	2048
106	2	0
66	2	0
66	2	0
106	2	0
124	2	134217728
53	2	0
66	2	1073741824
106	2	128
153	2	32768
106	2	0
66	2	0
104	2	0
44	2	0
153	2	0
153	2	4096
104	2	0
119	2	0
104	2	0
153	2	0
119	2	2
94	2	0
94	2	0
94	2	16
95	2	0
94	2	8192
95	2	0
158	2	0
94	2	0
95	2	0
94	2	0
104	2	0
44	2	0
66	2	8
63	2	2147483647
63	2	0
66	2	64
104	2	131073
104	2	0
66	2	0
157	2	4195328
63	2	0
38	2	33554432
112	2	0
38	2	0
112	2	0
38	2	536870912
63	2	33554432
112	2	0
86	2	0
86	2	16
173	2	0
173	2	2147483647
173	2	0
172	2	0
31	2	0
172	2	4194304
172	2	0
173	2	0
104	2	524288
173	2	0
153	2	131072
94	2	0
153	2	0
94	2	0
44	2	0
94	2	0
104	2	0
104	2	0
44	2	16777216
94	2	0
66	2	1
66	2	0
66	2	2147483647
111	2	2147483647
124	2	0
104	2	0
66	2	0
111	2	512
104	2	2048
124	2	0
124	2	0
95	2	0
56	2	0
124	2	0
56	2	0
153	2	0
95	2	1048576
130	2	0
130	2	0
95	2	1073741824
234	2	0
210	2	0
210	2	1024
44	2	0
210	2	0
234	2	0
189	2	0
44	2	0
234	2	0
210	2	0
61	2	8192
2	2	0
2	2	32768
44	2	4
61	2	0
44	2	0
104	2	524288
2	2	0
44	2	0
61	2	0
