148,69,111,213,2
49,96,246,93,40
117,40,25,48,172
70,63,164,235,102
207,159,53,67,57
17,192,29,48,63
65,43,191,236,13
82,48,20,49,232
41,39,113,47,5
249,35,56,68,168
4,214,40,77,233
247,223,57,23,113
184,163,20,140,86
64,51,230,121,9
136,18,142,11,177
243,97,48,121,143
