194	31	237	68	128	61	22	103	81
148	14	7	27	230	135	122	103	81
194	31	232	68	128	135	122	159	81
65	201	232	121	115	88	22	103	81
65	205	212	68	115	88	59	199	81
147	14	7	27	115	135	59	103	78
65	179	232	68	115	34	240	103	78
148	205	237	121	183	135	122	103	79
104	201	232	68	183	88	22	199	81
104	31	212	121	115	61	22	165	80
194	179	212	121	115	135	240	159	77
148	201	232	121	231	135	122	103	81
194	179	7	68	230	88	59	159	80
147	201	7	121	230	157	22	50	81
104	179	232	25	128	34	83	165	80
194	205	212	68	128	157	122	50	80
148	31	212	27	115	135	122	199	79
194	179	7	27	115	88	22	50	81
148	201	212	245	115	157	83	199	81
147	31	232	25	115	61	83	165	80
