195,247,202,110,5
232,111,191,48,96
132,172,251,183,229
210,50,146,168,117
218,80,162,79,112
194,147,147,247,39
149,230,10,228,254
74,4,180,189,167
200,127,220,240,163
178,40,23,59,76
29,74,41,20,229
252,248,177,88,218
182,190,33,14,104
6,2,222,154,191
79,124,84,233,216
139,181,145,121,69
