250	187	216	155	16	68	207	38	188	19	164	122	237	176	51	26	2	134217728
250	114	170	154	16	48	23	143	125	204	187	198	42	199	195	216	2	524288
141	76	43	68	16	240	97	182	125	184	168	122	42	115	107	26	2	0
141	114	43	143	12	55	97	182	125	202	54	198	10	224	107	246	2	0
121	107	216	68	106	48	97	86	228	106	164	28	237	224	51	228	2	2097152
243	76	58	154	141	48	207	182	125	106	187	122	156	115	183	26	2	0
250	76	43	9	12	68	89	86	239	19	168	54	237	56	51	66	2	128
250	114	43	68	12	240	23	143	188	106	164	74	10	115	51	66	2	0
121	114	82	155	16	48	23	86	239	106	31	74	10	199	183	246	2	0
121	107	58	68	141	68	97	182	228	204	31	198	10	56	51	66	2	0
207	143	82	155	102	68	245	71	239	197	31	54	24	176	35	228	2	0
207	143	170	68	16	179	207	169	189	194	31	104	24	115	55	228	2	0
234	107	187	5	250	240	245	86	189	106	187	70	244	56	35	228	2	0
207	114	187	68	191	184	17	38	189	19	31	54	42	176	67	221	2	0
122	143	170	111	250	55	17	169	188	197	31	94	244	176	35	40	2	0
122	143	170	68	191	55	23	86	195	194	187	70	244	176	67	40	2	0
234	114	216	111	16	55	17	158	189	197	187	54	42	115	67	228	2	0
234	76	187	155	250	184	207	71	189	184	168	94	14	115	107	40	2	0
122	223	176	155	16	240	207	86	189	184	187	28	22	236	107	228	2	0
234	223	187	5	191	68	23	71	195	197	168	54	42	176	35	221	2	16777216
141	104	216	136	12	113	23	182	225	204	31	58	10	56	7	246	2	0
206	104	170	9	106	55	219	38	134	204	187	4	42	56	51	246	2	1024
109	104	216	155	96	146	23	155	235	106	54	58	255	115	107	26	2	0
234	104	58	36	12	192	219	86	157	19	164	4	42	199	195	228	2	2097152
113	104	15	155	106	113	97	38	180	106	54	4	10	164	107	228	2	268435456
109	104	82	136	16	113	221	86	157	19	187	58	42	164	183	1	2	524288
206	123	82	155	96	113	97	182	235	106	168	4	42	164	7	228	2	0
206	104	58	36	12	192	23	86	134	204	31	58	156	199	183	216	2	0
141	104	82	136	96	146	23	38	225	19	164	214	10	164	183	246	2	0
109	104	82	136	12	66	219	38	180	19	164	65	42	176	195	228	2	0
96	102	216	72	34	179	11	18	195	19	54	114	156	48	139	228	2	0
