410,117,249,194,11
225,223,28,9,87
219,199,179,239,35
224,132,231,70,57
80,55,54,145,113
172,96,117,189,143
21,5,90,65,61
65,190,49,186,225
88,151,110,126,74
41,210,181,52,19
0,140,30,178,234
219,166,2,193,96
171,29,101,94,21
195,140,200,78,44
25,127,105,227,1
41,166,252,195,82
