194	148	114	238	11	126	186	197	158	57	22
194	178	211	51	6	135	186	207	128	57	22
154	161	211	124	221	77	247	78	3	93	22
204	178	164	3	221	126	76	197	114	124	22
204	178	114	51	221	149	76	78	158	124	22
154	178	182	3	6	55	18	207	222	223	22
204	178	215	51	6	55	76	31	128	93	23
93	180	211	17	11	135	247	197	3	57	22
154	32	114	238	42	135	18	78	3	124	23
154	32	211	238	221	135	247	218	114	243	22
154	148	114	3	42	77	76	31	3	124	22
194	148	164	124	93	135	186	31	3	223	22
194	148	211	17	6	126	48	218	3	57	22
93	180	211	17	221	55	48	207	114	223	22
93	32	182	3	221	135	186	31	222	243	23
99	161	182	238	221	55	247	207	128	243	22
93	178	211	238	11	126	48	31	158	124	22
194	161	164	17	42	55	18	197	128	223	23
204	32	215	3	6	135	247	31	3	57	22
99	180	211	3	42	135	247	197	3	223	23
204	4	164	17	93	149	247	31	3	25	22
123	4	181	108	221	135	247	31	3	223	23
203	4	211	238	0	135	24	142	246	243	23
204	180	181	238	6	149	247	31	128	126	23
204	136	164	108	42	74	24	142	182	223	22
204	180	211	108	93	74	120	78	246	243	22
123	193	181	130	221	55	18	142	80	223	22
93	136	181	130	0	74	174	31	246	25	23
93	180	211	51	221	135	24	31	182	57	23
204	136	181	51	0	104	247	142	182	223	23
123	193	121	51	6	104	247	78	80	126	22
204	180	121	51	93	55	247	78	246	25	23
203	136	211	238	221	135	247	78	128	57	23
154	246	181	51	42	74	120	78	80	243	22
203	193	121	51	0	135	120	142	246	223	22
123	180	164	130	0	55	18	31	182	243	22
93	180	164	51	42	74	120	254	182	223	23
93	246	181	238	93	74	174	142	3	126	23
93	4	215	238	42	55	174	78	80	243	23
154	4	181	17	6	104	120	254	80	25	22
92	65	145	27	209	104	184	254	176	126	22
92	4	181	238	21	135	18	142	80	126	22
123	4	121	16	6	3	120	31	176	31	23
154	72	181	238	136	245	120	15	246	57	22
154	65	145	238	56	135	18	193	176	126	22
154	72	121	155	136	245	18	31	176	25	22
92	4	134	108	21	245	184	142	192	126	23
236	4	135	108	209	245	24	31	176	126	23
123	246	145	108	56	104	24	193	176	126	22
154	4	134	238	21	104	18	142	80	31	22
154	180	145	155	136	3	120	31	3	31	23
154	65	181	108	209	135	184	142	192	31	23
236	180	134	108	209	104	24	193	246	57	22
92	246	134	155	6	74	24	193	3	31	22
92	72	134	108	21	74	18	254	176	25	23
235	246	145	155	6	245	24	31	80	31	22
154	180	121	16	209	104	24	142	3	126	23
92	72	135	16	6	74	247	31	176	126	22
154	180	134	238	6	104	184	254	80	57	22
154	72	121	155	209	3	184	193	80	126	22
154	246	194	59	21	74	152	63	176	118	22
232	246	181	16	21	104	152	23	3	213	22
89	4	194	138	136	7	184	142	246	62	22
154	246	169	59	56	245	18	63	144	93	22
89	180	97	59	210	3	247	142	176	51	23
232	246	154	59	6	245	152	194	203	51	22
232	246	169	111	136	3	247	63	246	93	23
235	180	181	16	56	245	184	254	144	51	22
154	180	169	111	136	3	152	63	246	51	22
154	4	154	138	136	7	152	63	203	213	23
89	72	154	138	210	104	152	63	144	93	22
235	72	181	248	21	245	18	194	246	51	22
92	246	181	59	56	7	247	194	246	93	22
235	246	154	138	136	7	184	142	144	118	22
89	180	154	59	136	245	247	194	3	62	22
232	180	194	138	136	74	184	23	246	118	22
154	70	181	59	136	3	152	142	203	51	23
154	70	194	248	56	245	152	23	203	213	23
92	72	169	59	21	104	184	63	203	213	23
235	72	154	138	6	104	184	23	203	213	22
92	4	97	200	160	74	247	142	131	21	22
154	79	161	34	21	104	57	207	176	119	22
154	246	194	99	2	11	42	63	246	21	22
154	79	222	34	160	11	247	63	176	21	22
92	4	222	16	25	3	184	63	176	119	23
232	246	97	200	25	11	42	207	131	93	22
232	79	222	99	25	3	42	142	176	119	22
92	128	181	34	21	254	247	207	154	21	22
89	128	222	99	2	74	42	63	11	21	23
235	4	222	16	210	74	247	207	246	21	23
235	72	181	144	160	11	42	63	176	62	22
89	79	181	16	21	74	42	28	131	21	23
235	79	97	16	160	3	184	142	11	62	23
232	128	97	200	21	254	200	142	154	126	22
235	72	194	200	21	74	200	63	11	93	22
154	79	181	34	160	3	42	207	131	93	22
92	128	161	16	21	11	42	194	176	93	23
89	4	181	200	210	74	247	28	154	93	23
92	72	97	200	21	3	247	28	246	119	23
92	4	161	99	210	11	247	207	176	126	23
121	4	194	144	218	62	41	63	246	21	22
232	93	194	200	64	11	247	203	246	254	22
121	93	97	1	25	74	247	34	131	119	22
121	8	177	34	30	74	64	63	74	254	23
235	8	97	34	30	104	60	182	172	30	22
154	178	194	144	30	62	64	63	246	254	23
92	93	181	144	30	62	64	203	246	85	22
92	8	177	144	128	11	64	63	74	254	23
235	93	194	1	30	11	60	34	246	30	23
232	246	194	1	218	62	254	34	246	30	22
154	246	177	200	25	11	64	182	131	119	23
92	178	97	34	218	62	41	28	74	119	22
121	4	194	99	128	104	60	182	131	21	22
232	8	177	200	64	11	41	203	146	21	23
121	8	177	144	25	104	41	28	246	254	23
92	4	177	34	30	11	41	28	131	85	22
92	93	181	1	30	11	41	28	146	254	22
121	4	181	1	128	11	60	34	74	119	22
121	246	97	144	218	74	64	28	74	30	22
154	178	194	1	64	11	247	28	74	30	22
92	8	194	123	64	6	64	63	131	2	22
106	8	181	200	128	11	59	243	74	2	22
154	228	177	200	30	6	64	63	167	204	22
92	250	194	200	30	64	64	16	74	85	22
225	228	98	123	218	14	60	34	167	119	22
154	205	181	144	218	64	59	182	250	2	22
106	250	109	200	64	6	59	243	74	21	23
121	8	181	200	30	6	60	182	167	2	22
106	205	194	123	218	11	59	34	146	204	23
92	4	194	34	30	64	207	63	146	204	23
225	250	177	200	30	11	64	182	250	2	22
106	228	194	123	25	6	59	182	74	21	22
154	228	109	144	128	6	207	16	250	2	22
225	250	109	200	30	6	59	63	250	2	22
121	205	177	200	30	64	60	243	146	119	23
225	4	98	200	218	14	64	16	131	119	23
154	250	98	48	128	64	64	16	146	2	23
92	4	98	200	64	11	207	16	131	21	22
92	8	109	144	30	11	60	16	167	119	23
92	228	109	123	30	11	247	16	250	119	22
225	16	21	137	64	135	195	182	66	113	22
92	16	38	137	30	143	65	97	66	113	23
106	173	38	137	30	11	183	63	146	77	23
154	60	2	122	128	208	183	243	132	2	22
92	173	177	170	250	11	65	97	66	2	23
225	60	2	122	145	11	65	63	250	21	22
225	173	177	154	128	135	19	97	132	21	22
225	60	38	137	250	11	195	16	250	77	22
106	60	79	137	250	135	19	97	132	2	22
154	36	21	122	64	11	60	97	161	21	22
225	60	21	122	250	11	195	63	132	2	23
225	173	38	137	128	11	183	16	66	113	22
154	178	38	170	145	208	195	16	250	85	22
121	16	79	154	64	11	19	243	146	2	22
92	178	177	122	128	208	60	63	146	113	23
154	173	21	41	30	11	19	97	161	2	24
121	60	79	154	30	135	183	63	66	77	22
121	16	79	154	64	11	65	63	66	21	23
106	178	177	170	128	11	195	243	161	2	22
154	16	177	170	145	11	183	97	132	77	22
92	60	21	49	250	11	86	119	22	2	23
240	16	79	49	200	149	197	97	132	71	23
122	60	2	134	145	198	65	10	106	71	23
106	173	38	134	30	11	197	176	161	117	23
106	16	2	134	30	149	60	176	226	213	22
122	173	21	154	30	135	86	10	132	71	22
122	162	38	137	250	149	60	176	132	48	23
92	16	38	134	250	11	60	176	132	71	23
106	173	79	122	208	11	86	10	106	71	22
92	60	21	137	200	11	197	119	226	117	23
122	60	38	49	200	11	197	176	226	48	22
106	16	38	137	208	135	65	97	161	213	22
220	173	38	49	200	11	60	97	106	2	23
122	60	38	137	145	11	65	119	226	2	22
220	16	21	134	30	198	65	176	161	213	22
92	16	79	137	250	135	86	182	106	71	22
122	173	21	122	200	149	183	10	22	48	22
220	16	2	137	208	198	60	182	22	213	23
92	16	2	154	250	11	197	10	106	117	22
220	162	177	134	208	149	86	182	132	71	22
92	60	21	182	250	23	65	112	20	77	22
92	108	2	40	250	11	19	182	214	21	22
121	60	239	137	145	23	65	16	224	77	22
115	171	239	182	250	142	65	112	84	2	22
121	60	177	154	146	201	183	112	255	77	22
121	16	21	121	250	11	183	209	214	77	22
92	108	52	137	145	11	19	112	224	107	22
115	171	239	40	145	142	8	112	214	77	23
138	16	52	40	145	11	19	112	20	107	23
97	16	21	154	30	11	65	63	224	2	23
138	60	177	154	250	201	195	16	224	2	22
121	60	2	182	146	23	195	209	255	77	22
115	16	239	182	145	142	19	63	224	21	23
97	236	239	154	116	11	8	209	84	77	22
115	171	21	182	146	11	183	112	84	107	22
97	236	239	137	250	201	65	209	84	107	22
115	60	2	137	146	142	183	182	255	2	23
97	60	52	154	145	23	65	16	20	21	23
138	171	2	182	145	201	65	16	20	2	23
92	236	21	121	30	11	8	209	214	2	23
89	108	79	122	145	143	85	63	67	245	23
90	16	177	122	30	64	199	241	161	85	22
89	164	38	122	128	64	199	182	161	34	22
195	122	21	49	145	11	215	52	67	84	22
195	173	79	49	202	11	60	182	250	84	22
109	122	177	170	30	143	85	241	250	245	23
195	173	68	136	145	163	60	63	250	84	22
89	164	38	154	76	11	199	241	166	75	22
109	164	38	170	128	11	85	97	67	75	22
195	122	68	122	76	143	80	241	67	85	22
90	16	38	122	76	143	215	241	250	75	22
92	122	177	49	202	163	85	241	250	84	22
92	122	38	49	30	11	85	63	149	84	23
90	122	68	170	145	11	85	52	161	34	23
90	164	177	49	128	11	80	52	250	34	22
109	173	68	49	202	163	80	97	149	84	22
92	164	79	154	145	11	80	241	149	75	22
89	164	177	170	30	64	215	52	166	75	22
92	173	21	154	128	163	85	182	166	34	23
195	16	177	154	128	163	60	97	250	84	23
185	178	127	137	227	151	65	97	161	85	22
225	52	180	182	128	11	195	203	250	113	22
225	52	180	137	128	11	65	182	193	2	22
225	52	127	182	177	151	241	16	250	85	23
185	172	21	182	227	128	19	97	155	39	22
25	172	180	47	128	151	195	16	155	85	22
225	52	11	75	227	128	60	203	250	2	22
106	253	38	218	227	11	60	16	193	39	22
154	52	21	47	177	151	19	203	193	2	22
25	178	21	218	30	128	60	97	193	2	23
25	172	21	182	128	11	60	16	155	2	23
106	178	180	218	227	151	60	16	161	2	22
25	253	21	137	5	208	65	182	250	29	22
225	29	21	218	177	11	241	63	155	29	23
154	172	38	182	128	208	60	16	161	39	23
225	178	11	218	227	208	60	203	250	85	22
154	52	180	182	5	128	60	97	115	2	22
225	52	38	218	5	128	60	97	161	39	22
225	253	127	137	5	151	195	203	155	113	23
25	52	11	137	177	128	19	63	115	39	22
92	80	79	157	64	11	166	182	33	21	23
163	60	26	60	185	11	65	182	66	85	23
92	173	79	129	64	208	166	243	146	77	23
92	60	21	185	145	11	166	16	251	85	22
168	60	79	129	145	11	211	182	251	120	23
168	60	26	185	190	11	211	16	66	21	22
121	60	177	129	185	143	195	243	251	120	23
163	60	79	185	190	159	195	16	251	2	23
121	60	21	170	64	159	65	16	146	85	22
163	178	26	157	185	159	195	63	66	2	23
92	60	44	129	185	11	65	243	251	2	22
163	173	21	185	132	159	195	243	132	2	22
92	178	21	185	185	208	195	63	66	77	22
92	173	44	60	132	143	60	182	146	120	22
82	173	44	129	190	143	166	16	132	2	23
92	80	26	185	185	11	166	182	66	2	23
163	80	44	185	132	143	65	182	132	85	23
92	173	44	185	190	208	195	97	251	85	22
121	173	44	157	132	11	211	243	251	21	22
163	60	177	157	190	208	65	182	66	85	23
154	173	2	46	16	11	196	6	146	2	22
121	178	21	41	250	205	65	6	41	85	22
225	16	21	122	6	135	81	230	132	115	23
252	173	38	46	16	205	60	243	66	2	22
106	16	2	46	64	11	60	99	132	85	23
121	173	177	200	16	11	196	63	66	76	23
225	60	177	41	6	11	183	63	132	2	23
252	36	2	41	64	205	60	243	132	76	23
106	16	79	41	16	135	196	230	41	2	22
225	36	79	122	250	135	65	63	66	85	23
154	60	38	200	6	135	196	243	66	2	23
121	178	21	46	135	135	196	63	250	85	22
106	173	21	41	135	11	81	6	250	115	22
154	36	79	41	64	11	81	243	146	76	22
106	16	79	41	16	135	65	243	41	76	23
