54	208	135	176	154	227	8	141	172	164	4294443006	2147418143
238	138	220	176	125	0	8	141	45	164	4294443006	2147418143
238	208	250	37	154	0	122	41	172	183	4294443006	2147418143
97	113	81	129	92	0	99	141	172	252	4294443006	2147418143
145	113	135	176	125	203	63	3	172	183	4294443006	2147418143
54	168	81	104	147	227	54	5	126	45	4294443006	2147418143
54	208	81	104	219	0	63	141	103	150	4294443006	2147418143
97	113	220	37	147	203	63	247	45	183	4294443006	2147418143
145	113	220	129	154	0	54	247	141	150	4294443006	2147418143
54	80	148	129	219	227	99	141	172	45	4294443006	2147418143
97	138	81	30	92	31	54	5	126	45	4294443006	2147418143
238	113	220	176	92	0	122	41	126	164	4294443006	2147418143
97	168	220	129	154	54	54	141	141	164	4294443006	2147418143
238	208	220	30	154	0	122	141	126	183	4294443006	2147418143
54	113	148	176	92	227	63	247	45	164	4294443006	2147418143
54	168	81	176	154	203	122	41	45	45	4294443006	2147418143
238	113	250	104	154	203	54	5	126	45	4294443006	2147418143
184	138	220	129	147	54	122	5	172	45	4294443006	2147418143
54	80	135	129	125	203	99	247	103	252	4294443006	2147418143
54	138	148	129	219	203	8	5	172	45	4294443006	2147418143
145	208	135	129	154	31	99	41	45	183	4294443006	2147418143
184	113	135	104	219	227	54	247	45	252	4294443006	2147418143
238	208	135	129	125	0	54	3	103	252	4294443006	2147418143
184	208	135	37	219	54	99	141	103	164	4294443006	2147418143
54	113	250	30	147	31	99	3	126	183	4294443006	2147418143
145	138	220	129	125	203	63	5	172	164	4294443006	2147418143
145	138	135	176	147	54	99	141	172	183	4294443006	2147418143
184	168	135	30	125	31	99	141	172	150	4294443006	2147418143
238	138	220	104	147	54	63	247	172	252	4294443006	2147418143
145	113	220	37	219	31	54	5	126	183	4294443006	2147418143
145	168	220	129	125	31	8	247	141	45	4294443006	2147418143
145	208	220	30	147	54	8	141	45	164	4294443006	2147418143
145	138	135	129	219	31	63	5	45	252	4294443006	2147418143
238	138	81	104	147	31	63	141	126	45	4294443006	2147418143
238	168	148	30	147	203	122	247	141	183	4294443006	2147418143
184	113	250	129	147	31	99	3	172	164	4294443006	2147418143
184	138	250	176	92	31	54	41	172	45	4294443006	2147418143
97	80	220	37	147	54	99	3	103	183	4294443006	2147418143
184	208	250	37	92	203	99	3	141	150	4294443006	2147418143
54	208	220	37	154	203	99	41	45	150	4294443006	2147418143
238	113	148	30	92	203	54	5	103	183	4294443006	2147418143
184	138	148	176	92	0	63	5	126	183	4294443006	2147418143
145	208	135	37	92	31	63	247	141	45	4294443006	2147418143
54	113	135	104	219	227	99	5	141	45	4294443006	2147418143
97	113	220	30	219	203	122	41	45	45	4294443006	2147418143
97	80	135	104	92	31	63	141	172	252	4294443006	2147418143
97	113	250	30	154	54	8	247	141	150	4294443006	2147418143
54	138	220	129	154	31	54	247	141	252	4294443006	2147418143
97	168	81	30	154	203	99	141	103	45	4294443006	2147418143
54	138	81	37	154	31	122	5	126	164	4294443006	2147418143
54	113	220	104	92	203	63	247	141	164	4294443006	2147418143
145	138	250	104	147	227	8	141	126	183	4294443006	2147418143
238	208	135	129	147	31	54	41	45	164	4294443006	2147418143
54	80	148	37	147	31	63	5	126	252	4294443006	2147418143
54	168	250	129	219	203	63	141	126	252	4294443006	2147418143
184	168	220	176	219	227	63	41	141	150	4294443006	2147418143
238	208	250	30	219	203	63	141	103	45	4294443006	2147418143
145	113	135	129	154	54	122	41	45	183	4294443006	2147418143
184	138	220	176	147	0	99	247	172	252	4294443006	2147418143
97	113	81	129	92	31	63	141	45	45	4294443006	2147418143
145	168	81	176	92	227	99	247	141	252	4294443006	2147418143
97	208	135	176	154	54	122	5	141	183	4294443006	2147418143
184	80	220	129	147	227	99	41	141	150	4294443006	2147418143
238	113	81	129	92	31	8	3	172	164	4294443006	2147418143
54	138	135	129	125	54	8	3	45	252	4294443006	2147418143
238	168	250	37	92	54	54	5	103	252	4294443006	2147418143
54	208	135	129	147	31	99	141	45	252	4294443006	2147418143
238	138	220	37	219	0	63	5	141	252	4294443006	2147418143
54	80	81	129	219	203	8	141	103	45	4294443006	2147418143
97	208	135	104	147	0	54	141	141	45	4294443006	2147418143
54	168	135	129	147	0	99	5	45	164	4294443006	2147418143
184	113	81	129	219	31	8	41	45	183	4294443006	2147418143
97	80	250	30	92	31	63	5	103	252	4294443006	2147418143
54	113	81	129	92	227	8	141	103	252	4294443006	2147418143
97	168	135	176	92	203	63	247	172	164	4294443006	2147418143
97	80	220	176	219	203	54	141	126	183	4294443006	2147418143
97	80	81	30	147	0	54	3	126	150	4294443006	2147418143
145	113	220	37	125	0	8	41	141	45	4294443006	2147418143
184	113	135	129	147	54	99	5	141	150	4294443006	2147418143
54	138	220	176	219	54	99	5	141	252	4294443006	2147418143
145	138	250	176	125	0	8	3	172	164	4294443006	2147418143
54	80	220	104	92	31	54	141	172	252	4294443006	2147418143
184	208	250	129	147	227	8	3	141	252	4294443006	2147418143
145	168	135	129	154	203	54	3	45	252	4294443006	2147418143
238	168	81	104	92	0	99	5	126	45	4294443006	2147418143
54	80	81	129	219	0	63	141	172	183	4294443006	2147418143
238	113	81	104	219	54	63	41	172	150	4294443006	2147418143
184	168	220	104	125	227	54	5	45	164	4294443006	2147418143
145	113	135	104	219	0	122	41	126	252	4294443006	2147418143
145	138	81	129	154	227	54	247	45	183	4294443006	2147418143
