54	224	147	220	153	3	49	28	64	225	227	67	210	45	98	61	79
214	124	110	48	153	255	159	28	253	90	125	138	128	85	47	105	85
54	205	110	49	197	255	224	128	253	46	188	89	128	104	12	199	76
214	124	7	220	18	102	94	160	64	225	125	67	252	85	12	61	74
201	248	228	48	197	102	94	128	64	75	125	89	127	45	27	78	81
201	124	228	244	52	3	75	28	50	75	227	232	161	194	47	199	77
54	248	169	61	18	3	94	86	27	90	125	138	161	194	12	212	75
201	205	147	61	153	3	49	86	243	225	188	232	128	45	47	61	78
201	211	147	61	197	213	159	128	243	90	54	232	128	121	47	105	77
229	224	110	220	52	255	224	28	27	46	125	138	128	104	47	105	76
214	205	147	49	193	255	224	128	64	75	188	89	161	45	189	199	77
214	124	147	49	153	255	49	160	50	90	54	138	252	121	27	199	73
201	124	110	244	52	255	159	86	64	90	54	67	252	104	98	105	77
219	124	110	48	197	255	94	128	50	90	2	75	252	121	47	61	78
214	248	110	244	193	213	49	160	64	46	54	89	252	85	12	61	79
229	124	7	220	193	102	159	86	253	46	54	75	161	45	47	212	79
229	248	147	49	18	3	224	28	64	90	2	75	161	85	27	105	74
229	211	147	220	193	255	49	28	50	90	54	232	210	104	12	78	79
54	211	228	244	197	255	49	160	50	75	188	232	210	104	27	78	77
219	248	228	61	193	3	159	86	50	225	2	138	127	45	12	199	75
