155	12	21	199	37	102	119	50	60	10	15	82	170	161	159	151	7848	136	17	153
225	169	200	199	142	97	218	25	6	132	168	88	223	134	159	240	7848	145	15	160
113	100	152	20	37	102	218	140	126	236	168	200	167	7	6	225	7848	153	13	166
229	12	21	199	34	93	119	25	221	236	168	186	199	249	159	225	7848	127	13	140
58	215	62	199	37	19	97	22	60	208	168	200	167	161	112	151	7848	145	17	162
225	169	21	169	54	210	97	25	60	10	4	82	167	7	13	240	7848	135	15	150
225	169	21	37	54	102	119	50	6	236	15	200	223	122	6	207	7848	142	13	155
58	90	152	199	142	93	20	140	6	10	85	88	87	161	159	240	7848	155	17	172
225	100	62	20	142	210	119	50	115	236	66	186	223	249	112	207	7848	136	17	153
113	215	200	20	34	102	97	114	60	132	168	186	170	122	112	240	7848	144	15	159
155	100	62	20	142	102	119	140	126	236	15	186	87	122	159	54	7848	141	13	154
229	169	200	20	54	210	97	22	126	104	66	186	87	122	13	54	7848	123	15	138
113	90	200	20	54	19	48	25	126	10	15	200	223	249	6	225	7848	151	19	170
113	169	21	199	37	102	97	140	6	208	168	88	87	249	133	240	7848	143	19	162
229	215	152	199	142	97	119	114	115	208	4	186	199	122	133	54	7848	134	13	147
113	169	152	199	116	19	119	140	126	10	85	186	223	161	112	207	7848	141	15	156
229	12	62	169	142	93	97	25	221	208	4	186	87	122	159	54	7848	142	21	163
229	169	152	169	34	102	218	22	221	10	4	200	167	134	133	151	7848	134	15	149
229	215	152	188	37	97	119	22	115	208	168	88	199	134	159	151	7848	127	19	146
155	90	152	37	37	102	20	22	6	236	168	88	199	161	159	225	7848	145	13	158
155	90	21	169	116	102	119	25	115	208	66	186	199	134	159	151	7848	153	17	170
155	169	152	188	37	97	48	114	221	10	4	161	170	161	6	54	7848	136	13	149
113	90	200	169	34	102	48	114	221	10	66	82	223	122	6	207	7848	147	15	162
58	12	200	188	34	19	97	22	221	10	4	161	170	249	112	240	7848	150	13	163
225	169	21	37	37	97	119	25	221	208	15	88	87	122	159	54	7848	139	11	150
229	90	21	188	37	102	20	25	60	132	15	88	87	122	112	207	7848	142	15	157
155	90	62	20	142	93	48	22	126	208	168	200	199	122	13	240	7848	142	13	155
113	12	200	169	37	93	218	114	221	132	4	200	167	122	6	240	7848	155	15	170
113	215	62	169	142	102	119	25	115	104	66	82	167	7	159	207	7848	138	15	153
155	12	62	188	37	102	20	50	126	104	66	161	167	122	112	207	7848	138	17	155
225	215	200	199	116	210	48	140	115	10	15	88	87	249	159	225	7848	124	13	137
229	100	200	199	37	93	97	50	6	10	66	200	87	161	112	207	7848	140	19	159
113	169	200	199	37	93	218	50	115	208	4	82	87	249	159	225	7848	163	23	186
225	169	200	37	37	93	119	25	126	10	4	82	199	134	159	54	7848	146	21	167
225	215	166	199	116	19	97	25	60	10	66	82	170	122	13	207	7848	144	17	161
155	215	152	20	34	210	218	114	6	10	85	82	199	7	6	207	7848	118	9	127
225	100	166	169	142	19	48	50	126	132	168	186	87	122	6	207	7848	151	15	166
229	169	166	20	142	210	97	114	115	10	168	200	199	7	112	54	7848	140	15	155
225	215	152	188	34	97	97	114	221	104	15	161	223	134	159	240	7848	157	11	168
113	169	21	199	34	19	218	50	6	104	85	200	87	134	112	225	7848	146	19	165
58	100	200	20	37	102	20	140	221	208	15	82	87	7	6	207	7848	156	17	173
155	12	62	169	116	97	218	22	221	132	66	88	199	134	159	240	7848	168	15	183
225	100	62	199	54	97	20	114	221	10	4	88	170	122	133	54	7848	139	19	158
58	90	62	169	142	210	119	25	6	132	66	161	223	249	13	151	7848	144	13	157
58	169	166	169	34	93	97	22	6	104	4	82	223	7	6	54	7848	134	17	151
155	169	166	169	34	102	218	22	115	236	168	200	223	7	6	54	7848	143	17	160
58	90	21	20	54	210	20	22	6	132	15	82	199	134	159	54	7848	143	13	156
113	169	152	199	54	102	218	25	126	104	4	82	199	122	112	54	7848	162	17	179
225	90	62	169	54	19	218	114	60	236	15	82	223	134	112	225	7848	138	13	151
113	100	152	199	37	97	20	140	126	208	15	161	167	134	13	225	7848	138	9	147
155	169	166	37	142	102	97	50	6	104	168	82	87	7	13	225	7848	142	19	161
225	215	166	199	54	97	20	114	221	236	66	82	199	161	159	225	7848	150	15	165
229	215	152	188	34	19	20	50	126	236	4	88	199	122	112	151	7848	133	11	144
229	169	62	199	142	102	97	140	6	10	66	88	87	7	112	207	7848	142	15	157
58	12	21	199	37	210	218	25	126	104	66	200	170	122	133	207	7848	147	13	160
225	90	200	188	37	93	97	22	115	10	85	82	167	249	159	54	7848	130	9	139
58	100	166	188	37	97	20	22	221	10	4	186	199	249	6	54	7848	153	15	168
113	100	166	169	116	102	20	22	6	132	85	82	87	7	6	54	7848	137	9	146
225	90	62	188	54	210	20	50	221	208	4	186	87	7	133	151	7848	163	17	180
225	90	21	37	54	93	20	114	6	208	85	200	223	161	13	54	7848	137	17	154
58	100	152	169	34	210	48	22	115	208	15	88	199	7	6	240	7848	137	17	154
58	90	62	169	37	210	20	50	126	236	15	88	167	122	159	54	7848	132	15	147
58	215	21	20	116	19	20	114	126	104	15	200	87	134	159	240	7848	157	21	178
155	100	152	199	37	210	119	114	115	208	66	82	167	122	6	240	7848	136	9	145
58	12	200	188	54	93	48	22	6	132	66	88	223	122	6	225	7848	153	13	166
58	215	62	169	37	102	119	25	221	132	15	88	170	161	112	240	7848	132	9	141
229	90	21	188	142	93	20	114	60	236	15	88	170	134	13	151	7848	148	17	165
155	12	152	20	37	102	119	22	6	236	66	88	167	134	159	207	7848	134	17	151
229	215	21	20	54	102	218	22	60	236	66	186	167	249	112	240	7848	147	21	168
229	169	166	199	142	97	97	22	221	236	85	82	167	161	133	151	7848	147	15	162
225	90	21	169	116	97	20	140	126	104	168	88	199	134	6	207	7848	131	11	142
155	90	21	169	34	97	97	50	115	10	15	200	87	161	13	151	7848	139	11	150
155	90	166	20	34	19	218	50	115	10	15	186	87	134	13	54	7848	136	15	151
113	12	62	188	142	102	48	50	6	104	4	82	87	7	112	225	7848	150	23	173
58	90	62	199	142	93	218	25	221	208	85	200	199	122	159	225	7848	150	15	165
155	100	21	199	116	97	97	25	60	208	4	161	170	134	13	225	7848	144	17	161
229	90	166	188	116	210	119	25	115	208	168	200	199	134	112	54	7848	152	13	165
155	12	21	169	116	210	48	140	221	236	15	186	167	161	6	54	7848	141	11	152
113	215	152	169	37	93	119	22	221	132	4	161	170	134	133	225	7848	118	15	133
58	100	62	169	54	93	20	22	60	208	168	186	199	249	6	54	7848	142	15	157
58	169	21	188	54	19	218	114	60	104	4	161	199	161	112	151	7848	154	11	165
225	215	152	169	37	93	97	25	126	208	66	82	87	134	13	207	7848	143	17	160
155	90	200	188	37	102	20	140	221	10	168	200	170	249	159	151	7848	149	17	166
113	215	21	188	34	210	119	50	6	132	85	200	170	122	13	151	7848	133	13	146
155	90	200	20	142	97	48	140	126	10	66	200	223	7	159	225	7848	156	19	175
113	215	152	37	34	93	218	25	221	104	85	161	223	122	13	54	7848	161	19	180
155	12	21	169	54	93	119	25	115	132	15	186	167	134	13	240	7848	141	15	156
225	100	152	169	34	97	218	22	126	10	168	200	223	161	6	54	7848	134	9	143
113	90	166	169	142	97	97	22	221	10	168	88	199	7	133	225	7848	158	21	179
155	90	62	199	37	19	48	22	221	132	168	186	87	134	133	151	7848	154	19	173
225	169	200	37	116	93	97	22	60	132	15	161	87	161	133	207	7848	139	13	152
229	100	166	169	34	93	119	114	126	208	66	186	223	161	6	151	7848	139	15	154
58	100	166	188	54	93	119	25	221	104	168	88	170	249	6	240	7848	150	19	169
225	90	62	188	142	210	20	140	126	208	85	200	87	122	159	240	7848	154	9	163
225	169	166	199	34	97	20	114	221	10	168	161	87	7	133	240	7848	143	11	154
155	169	62	188	37	102	97	140	60	236	168	88	170	161	133	207	7848	151	15	166
155	100	21	199	37	93	97	50	6	104	168	161	170	161	13	54	7848	143	15	158
155	215	200	37	37	102	48	25	115	208	15	186	199	122	112	151	7848	130	13	143
225	100	62	20	34	210	48	22	115	236	15	186	223	161	13	207	7848	153	11	164
225	12	21	37	116	19	218	25	115	208	85	186	87	161	6	225	7848	131	9	140
229	215	200	37	142	19	97	50	115	104	168	200	199	134	6	151	7848	130	13	143
155	12	166	188	54	93	48	22	6	132	66	82	199	7	6	225	7848	137	11	148
225	215	62	199	34	102	48	114	6	132	66	82	223	122	112	225	7848	140	19	159
155	169	62	199	34	93	97	50	126	236	4	88	167	249	159	207	7848	157	17	174
229	100	21	169	142	102	48	50	126	10	85	161	199	161	133	240	7848	144	21	165
113	12	166	188	34	102	119	114	6	10	168	82	170	7	6	151	7848	137	17	154
155	169	21	20	37	19	48	140	126	132	4	82	87	249	133	240	7848	146	11	157
155	169	21	20	116	93	20	140	126	236	66	82	170	7	13	225	7848	136	15	151
58	90	21	199	54	97	20	114	60	236	168	200	199	161	133	240	7848	160	17	177
155	90	62	199	34	93	119	114	60	132	168	88	170	161	159	54	7848	146	19	165
113	100	166	37	142	210	20	22	6	104	66	186	87	249	13	240	7848	132	17	149
225	12	166	20	37	102	119	114	126	104	168	82	223	161	159	207	7848	143	15	158
58	100	152	199	37	210	218	140	221	208	168	82	223	161	13	225	7848	135	11	146
113	215	62	169	54	97	97	140	115	104	168	82	167	249	6	225	7848	152	21	173
113	100	62	188	54	19	119	25	221	236	85	200	87	122	13	54	7848	144	17	161
58	12	152	169	54	97	20	114	6	132	168	88	167	249	159	225	7848	140	15	155
58	100	152	37	34	93	97	140	126	132	4	161	87	249	112	240	7848	147	13	160
225	90	166	20	116	19	119	25	60	104	85	161	167	122	13	225	7848	151	19	170
113	90	21	169	37	102	48	25	6	104	66	88	199	7	112	151	7848	150	15	165
225	12	166	37	54	97	20	25	126	104	15	82	170	7	6	54	7848	133	19	152
